2c52e5179258305c74fcc637615eb123,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Research,Scope: Formats=rdf,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=Not specified,Access: Free/Charged=Free,Format: Interoperable?,Interface: API?,Interface: SPARQL endpoint?,SPARQL endpoint URI=http://virtuoso-midi.amp.ops.labs.vu.nl/sparql,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=>1M,Data size=UNKNOWN,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Rhythm,Situation/Task=lod publication,Situation/Task=machine learning,Target audience=researchers,Target audience=developers
023adb47bb77a02185b3655bfde63230,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Temporal,Scope: Geographical,Scope: Genre,Scope: Formats=rdf,Scope: MO type=Libretto,Scope: Object type=Libretto,Access: Public,Access: license=CC-BY-NC-ND,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: API?,Interface: Data Dump?=N/A,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=UNKNOWN,Data size=UNKNOWN,Symbolic: Machine readable?,Feature: Lyrics,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=lod publication,Target audience=researchers,Target audience=developers
4c41c0f770b8c4cf903095cd2c1e744f,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Temporal,Scope: Geographical,Scope: Genre,Scope: Formats=jpg,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: license=CC-BY-NC-SA,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: API?=N/A,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?=N/A,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=<1000,Data size=UNKNOWN,Symbolic: Machine readable?,Feature: Melody,Feature: Lyrics,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=data visualization,Target audience=researchers
1b91c1b40fe539c4120363f14b1e320f,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Research,Scope: Temporal,Scope: Genre,Scope: Artist,Scope: Formats=midi,Scope: Formats=humdrum,Scope: Formats=musedata,Scope: Formats=notearray,Scope: Formats=json,Scope: Formats=musicxml,Scope: Formats=mei/xml,Scope: Formats=mp3,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=<1000,Data size=N/A,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Rhythm,Feature: Timbre,Feature: Contour/Shape,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=music information retrieval,Target audience=researchers
e896e4ddd22820fd73cfa7b3c3535ec9,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=rdf,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?,SPARQL endpoint URI=http://data.doremus.org/sparql,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=>1M,Data size=~Gb,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Rhythm,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=music recommendation,Target audience=researchers
d360b29c6917de919442f2832ec978b9,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Temporal,Scope: Genre,Scope: Formats=rdf,Scope: MO type=MusicArtist,Scope: Object type=Musical resource,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: API?,Interface: SPARQL endpoint?,SPARQL endpoint URI=https://linkedjazz.org/sparql/,Interface: Data Dump?,Collection: Size=UNKNOWN,Data size=UNKNOWN,Feature: Descriptive Metadata,Situation/Task=music history,Target audience=researchers
474fb41bded95489c317f6d4e079266c,Resource type=Dataset,Purpose: Research,Scope: Formats=csv,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Browsable?,Collection: Size=<1M,Data size=~Gb,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=music analysis,Target audience=researchers
9949e404c3a3f63e8919d3f3c39edb12,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=txt,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=CC0,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Browsable?,Collection: Size=<100000,Data size=~Mb,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Rhythm,Feature: Structure,Situation/Task=music analysis,Target audience=researchers
5639f392a0a247b572082c179492bc45,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=json,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=CC-BY-NC-SA,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=UNKNOWN,Data size=~Mb,Symbolic: Machine readable?,Feature: Rhythm,Situation/Task=music analysis,Target audience=researchers
e3bfd2d87ed81e6b821269469fb77583,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=json,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=CC-BY-NC-SA,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=UNKNOWN,Data size=~Mb,Symbolic: Machine readable?,Feature: Rhythm,Situation/Task=music analysis,Target audience=researchers
7a6a2d1bd7c68f534bccf9e70270d27e,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=txt,Scope: Formats=rdf,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=CC-BY-NC-SA,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=UNKNOWN,Data size=~Mb,Symbolic: Machine readable?,Feature: Rhythm,Feature: Structure,Situation/Task=music analysis,Target audience=researchers
1f3296fe2cad9fde018b6ef1976e37d6,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Geographical,Scope: Genre,Scope: Formats=xslx,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=CC-BY-NC-SA,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=UNKNOWN,Data size=~Mb,Feature: Descriptive Metadata,Situation/Task=music analysis,Target audience=researchers
58cab4e213570aec25e321084cbefd23,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Genre,Scope: Artist,Scope: Formats=lab,Scope: MO type=Track,Access: Public,Access: license=Not specified,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=<1000,Data size=~Mb,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Rhythm,Feature: Timbre,Feature: Descriptive Metadata,Situation/Task=music analysis,Target audience=researchers
8d5e6a4707a96a4d7b8e53ef36d2d5f7,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=rdf,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: API?,Interface: SPARQL endpoint?,SPARQL endpoint URI=http://sparql.linkedbrainz.org/,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=UNKNOWN,Data size=UNKNOWN,Feature: Descriptive Metadata,Situation/Task=music annotation,Situation/Task=lod publication,Target audience=researchers
3a24528f259b6b298b1306f9f992ec8d,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=rdf,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=>1M,Data size=~Gb,Feature: Melody,Feature: Harmony,Feature: Rhythm,Feature: Descriptive Metadata,Situation/Task=data aggregation,Situation/Task=lod publication,Target audience=researchers
a8ecb3d05a6044b745bb09e2b42b8567,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Research,Scope: Geographical,Scope: Formats=rdf,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: Public,Access: license=CC-BY-NC-SA,Access: Free/Charged=Free,Format: Interoperable?,Interface: Data Dump?,Collection: Size=>1M,Data size=~Mb,Feature: Lyrics,Feature: Descriptive Metadata,Situation/Task=music listening,Situation/Task=data aggregation,Situation/Task=lod publication,Target audience=researchers,Target audience=listeners
5ddd73e52a067c675be515f175fdec86,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Research,Scope: Formats=rdf,Scope: MO type=Track,Scope: Object type=Audio,Access: license=CC-BY-NC-SA,Access: Free/Charged=Free,Format: Interoperable?,Interface: API?,Interface: Data Dump?,Collection: Size=UNKNOWN,Data size=UNKNOWN,Feature: Descriptive Metadata,Situation/Task=music selling,Situation/Task=data aggregation,Situation/Task=lod publication,Target audience=researchers,Target audience=customers
c77aada9e1b23bc082f9d9c09ce4a134,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Artist,Scope: Formats=rdf,Scope: MO type=Performance,Scope: Object type=Musical resource,Access: Public,Access: license=CC-BY-NC-SA,Access: Free/Charged=Free,Format: Interoperable?,Interface: Data Dump?,Collection: Size=<10000,Data size=~Kb,Feature: Descriptive Metadata,Situation/Task=music history,Situation/Task=data aggregation,Situation/Task=lod publication,Target audience=researchers,Target audience=amateurs
981cf53d6da339fd560972a33e60e300,Resource type=Dataset
6a0e7c3e5a8f9f5fb8eff3e41aaa6ea4,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Temporal,Scope: Formats=rdf,Scope: MO type=MusicArtist,Scope: Object type=Listening experience,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Collection: Size=>1M,Data size=~Gb,Feature: Descriptive Metadata,Situation/Task=music listening,Target audience=listeners,Target audience=record companies
6733529667ac5ecf51aa9700c81c8247,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=rdf,Scope: MO type=MusicalManifestation,Scope: Object type=Publisher,Access: Public,Access: license=Not specified,Access: Free/Charged=Free,Format: Interoperable?,Interface: Data Dump?,Collection: Size=UNKNOWN,Data size=UNKNOWN,Feature: Descriptive Metadata,Situation/Task=music publishing history,Target audience=researchers
2a046ff61a16fcf83953388f6e032dfa,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Research,Scope: Formats=rdf,Scope: Formats=flac,Scope: Formats=mp3,Scope: MO type=Signal,Scope: Object type=Audio,Access: Public,Access: license=CC0,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?,SPARQL endpoint URI=http://etree.linkedmusic.org/sparql,Interface: Data Dump?,Interface: Browsable?,Collection: Size=>1M,Data size=~Gb,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Timbre,Feature: Contour/Shape,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=musicology,Situation/Task=music information retrieval,Situation/Task=music analysis,Target audience=researchers
f3947092c3744fe0c753a8f64fa2652c,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Research,Scope: Formats=rdf,Scope: Formats=flac,Scope: Formats=mp3,Scope: MO type=Signal,Scope: Object type=Audio,Access: Public,Access: license=CC0,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?,SPARQL endpoint URI=http://etree.linkedmusic.org/sparql,Interface: Data Dump?,Interface: Browsable?,Collection: Size=>1M,Data size=~Gb,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Timbre,Feature: Contour/Shape,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=musicology,Situation/Task=music information retrieval,Situation/Task=music analysis,Target audience=researchers
737c63da16f39417ae8928249b737022,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Scope: Formats=midi,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: Free/Charged=Free,Collection: Size=<1M,Data size=~Gb,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Timbre,Feature: Contour/Shape,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=midi collection,Target audience=amateurs
6ad22ba876f3b83f3aa01b4f0638e28b,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Research,Scope: Formats=midi,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: license=CC-BY 4.0,Access: Free/Charged=Free,Collection: Size=<1M,Data size=~Gb,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Timbre,Feature: Contour/Shape,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=midi collection,Situation/Task=score-audio linkage,Target audience=researchers
2807fb903c7d49224189a12283244cfb,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Learning,Scope: Formats=gp3/gp4,Scope: MO type=Score,Scope: Object type=Score,Access: license=Privative,Access: Free/Charged=Charged,Collection: Size=<100000,Data size=~Gb,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Timbre,Feature: Contour/Shape,Feature: Structure,Feature: Descriptive Metadata,Situation/Task=gp3/gp4 collection,Target audience=scholars
0c5aa7bf960cdde22a6aa4e47d06fda4,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Research,Scope: Genre,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Browsable?,Collection: Size=UNKNOWN,Data size=UNKNOWN,Situation/Task=music listening,Situation/Task=data visualization,Target audience=amateurs
853df41cdd070bab867d5d04ca8bb3b4,Resource type=Dataset
0ea8de36d0f7e8242bba5ab9775700bf,Resource type=Dataset,Type: Collection,Affordance: Is playable?,Purpose: Research,Scope: Formats=python,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=>1M,Data size=~Gb,Symbolic: Machine readable?,Feature: Melody,Feature: Harmony,Feature: Lyrics,Feature: Rhythm,Feature: Timbre,Feature: Contour/Shape,Situation/Task=music information retrieval,Situation/Task=music analysis,Target audience=researchers
afe497df299d00eec65cf41168fd3a19,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Temporal,Scope: Formats=xml,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: Public,Access: license=CC0,Access: Free/Charged=Free,Format: Interoperable?,Interface: API?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=UNKNOWN,Data size=~Gb,Feature: Descriptive Metadata,Situation/Task=discography,Target audience=amateurs,Target audience=developers
3debd9049af73762317d291411c168f2,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Artist,Scope: Formats=rdf,Scope: MO type=MusicArtist,Scope: Object type=Musical resource,Access: Public,Access: license=CC0,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=UNKNOWN,Data size=UNKNOWN,Feature: Descriptive Metadata,Situation/Task=music history,Situation/Task=musicology,Target audience=researchers
e36f8d9a0dc4a410a5bc4ec9692f2615,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=rdf,Scope: MO type=MusicArtist,Scope: Object type=Musical resource,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: API?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=UNKNOWN,Data size=UNKNOWN,Feature: Descriptive Metadata,Situation/Task=music history,Situation/Task=musicology,Target audience=researchers
598fbb132fa72874832edd8aeb0d5249,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=txt,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=<100000,Data size=UNKNOWN,Feature: Descriptive Metadata,Situation/Task=music information retrieval,Target audience=researchers
86e7ba96d4b3dd93632a6b997bcf65b4,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=txt,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=<1M,Data size=UNKNOWN,Feature: Lyrics,Feature: Descriptive Metadata,Situation/Task=music information retrieval,Target audience=researchers
f4be6ac7490fdfae4c04ec219c9495ab,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=json,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=<1M,Data size=UNKNOWN,Feature: Descriptive Metadata,Situation/Task=music information retrieval,Target audience=researchers
3c73f9367962a30b1b72f6e4c51a590a,Resource type=Dataset,Type: Collection,Purpose: Research,Scope: Formats=json,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Collection: Size=UNKNOWN,Data size=UNKNOWN,Feature: Descriptive Metadata,Situation/Task=music information retrieval,Situation/Task=genre recognition,Target audience=researchers
