2c52e5179258305c74fcc637615eb123,OL,0
2c52e5179258305c74fcc637615eb123,RE,1
2c52e5179258305c74fcc637615eb123,OF,1
2c52e5179258305c74fcc637615eb123,URI,1
2c52e5179258305c74fcc637615eb123,LD,1
7f22c75120113aea69f1cee3e7d56a6d,OL,0
7f22c75120113aea69f1cee3e7d56a6d,RE,1
7f22c75120113aea69f1cee3e7d56a6d,OF,1
7f22c75120113aea69f1cee3e7d56a6d,URI,1
7f22c75120113aea69f1cee3e7d56a6d,LD,0
9c75b40ba12eb4d1ab20d4078fe0238a,OL,0
9c75b40ba12eb4d1ab20d4078fe0238a,RE,1
9c75b40ba12eb4d1ab20d4078fe0238a,OF,0
9c75b40ba12eb4d1ab20d4078fe0238a,URI,0
9c75b40ba12eb4d1ab20d4078fe0238a,LD,0
c353b37e8920a1457b1a3d2c89a5a7c3,OL,1
c353b37e8920a1457b1a3d2c89a5a7c3,RE,1
c353b37e8920a1457b1a3d2c89a5a7c3,OF,0
c353b37e8920a1457b1a3d2c89a5a7c3,URI,0
c353b37e8920a1457b1a3d2c89a5a7c3,LD,0
5e5052b3f86a64237d8c71932594d3b4,OL,1
5e5052b3f86a64237d8c71932594d3b4,RE,1
5e5052b3f86a64237d8c71932594d3b4,OF,0
5e5052b3f86a64237d8c71932594d3b4,URI,0
5e5052b3f86a64237d8c71932594d3b4,LD,0
469971a530674a3d8ed6aab7c05e646a,OL,1
469971a530674a3d8ed6aab7c05e646a,RE,1
469971a530674a3d8ed6aab7c05e646a,OF,0
469971a530674a3d8ed6aab7c05e646a,URI,0
469971a530674a3d8ed6aab7c05e646a,LD,0
52c752f46e29bfb84c08a57a3ceb693e,OL,1
52c752f46e29bfb84c08a57a3ceb693e,RE,1
52c752f46e29bfb84c08a57a3ceb693e,OF,0
52c752f46e29bfb84c08a57a3ceb693e,URI,0
52c752f46e29bfb84c08a57a3ceb693e,LD,0
023adb47bb77a02185b3655bfde63230,OL,1
023adb47bb77a02185b3655bfde63230,RE,1
023adb47bb77a02185b3655bfde63230,OF,1
023adb47bb77a02185b3655bfde63230,URI,1
023adb47bb77a02185b3655bfde63230,LD,0
6d1d6e3aaf1c443bc4e23f64f4bc31bc,OL,0
6d1d6e3aaf1c443bc4e23f64f4bc31bc,RE,1
6d1d6e3aaf1c443bc4e23f64f4bc31bc,OF,1
6d1d6e3aaf1c443bc4e23f64f4bc31bc,URI,0
6d1d6e3aaf1c443bc4e23f64f4bc31bc,LD,0
03bb5c9228f52ef494b96f45b347d73e,OL,0
03bb5c9228f52ef494b96f45b347d73e,RE,1
03bb5c9228f52ef494b96f45b347d73e,OF,1
03bb5c9228f52ef494b96f45b347d73e,URI,0
03bb5c9228f52ef494b96f45b347d73e,LD,0
b691aab55587269701e4238df018e6a7,OL,1
b691aab55587269701e4238df018e6a7,RE,0
b691aab55587269701e4238df018e6a7,OF,0
b691aab55587269701e4238df018e6a7,URI,0
b691aab55587269701e4238df018e6a7,LD,0
a36d454c30ab02cf32937e6bf0f96b68,OL,1
a36d454c30ab02cf32937e6bf0f96b68,RE,1
a36d454c30ab02cf32937e6bf0f96b68,OF,0
a36d454c30ab02cf32937e6bf0f96b68,URI,0
a36d454c30ab02cf32937e6bf0f96b68,LD,0
4c41c0f770b8c4cf903095cd2c1e744f,OL,1
4c41c0f770b8c4cf903095cd2c1e744f,RE,1
4c41c0f770b8c4cf903095cd2c1e744f,OF,0
4c41c0f770b8c4cf903095cd2c1e744f,URI,0
4c41c0f770b8c4cf903095cd2c1e744f,LD,0
725ef5d5c500f20c6e4ce9e5c808e6b8,OL,1
725ef5d5c500f20c6e4ce9e5c808e6b8,RE,1
725ef5d5c500f20c6e4ce9e5c808e6b8,OF,1
725ef5d5c500f20c6e4ce9e5c808e6b8,URI,0
725ef5d5c500f20c6e4ce9e5c808e6b8,LD,0
1b91c1b40fe539c4120363f14b1e320f,OL,1
1b91c1b40fe539c4120363f14b1e320f,RE,1
1b91c1b40fe539c4120363f14b1e320f,OF,1
1b91c1b40fe539c4120363f14b1e320f,URI,0
1b91c1b40fe539c4120363f14b1e320f,LD,0
e896e4ddd22820fd73cfa7b3c3535ec9,OL,1
e896e4ddd22820fd73cfa7b3c3535ec9,RE,1
e896e4ddd22820fd73cfa7b3c3535ec9,OF,1
e896e4ddd22820fd73cfa7b3c3535ec9,URI,1
e896e4ddd22820fd73cfa7b3c3535ec9,LD,1
67a0f74ad7e71d096b368d679b084099,OL,1
67a0f74ad7e71d096b368d679b084099,RE,1
67a0f74ad7e71d096b368d679b084099,OF,1
67a0f74ad7e71d096b368d679b084099,URI,1
67a0f74ad7e71d096b368d679b084099,LD,0
6f79999514d6d15b45b4f908b8e5af8a,OL,1
6f79999514d6d15b45b4f908b8e5af8a,RE,1
6f79999514d6d15b45b4f908b8e5af8a,OF,1
6f79999514d6d15b45b4f908b8e5af8a,URI,1
6f79999514d6d15b45b4f908b8e5af8a,LD,1
50e8b3870c73f7af2f756949369a9cc2,OL,1
50e8b3870c73f7af2f756949369a9cc2,RE,1
50e8b3870c73f7af2f756949369a9cc2,OF,1
50e8b3870c73f7af2f756949369a9cc2,URI,1
50e8b3870c73f7af2f756949369a9cc2,LD,1
5fb14724ce1dd4e60634f31dadb85a06,OL,1
5fb14724ce1dd4e60634f31dadb85a06,RE,1
5fb14724ce1dd4e60634f31dadb85a06,OF,1
5fb14724ce1dd4e60634f31dadb85a06,URI,0
5fb14724ce1dd4e60634f31dadb85a06,LD,0
478f9cbf11ad9841d67700759f3fc187,OL,1
478f9cbf11ad9841d67700759f3fc187,RE,1
478f9cbf11ad9841d67700759f3fc187,OF,0
478f9cbf11ad9841d67700759f3fc187,URI,0
478f9cbf11ad9841d67700759f3fc187,LD,0
28cc810f4dc79e6c2b79d82e4f6cfc27,OL,1
28cc810f4dc79e6c2b79d82e4f6cfc27,RE,1
28cc810f4dc79e6c2b79d82e4f6cfc27,OF,1
28cc810f4dc79e6c2b79d82e4f6cfc27,URI,0
28cc810f4dc79e6c2b79d82e4f6cfc27,LD,0
9a7305bcf50d68d2ff73566682a4210b,OL,0
9a7305bcf50d68d2ff73566682a4210b,RE,0
9a7305bcf50d68d2ff73566682a4210b,OF,0
9a7305bcf50d68d2ff73566682a4210b,URI,0
9a7305bcf50d68d2ff73566682a4210b,LD,0
a8a80a8615f3cffeb5dece9023b8ce79,OL,1
a8a80a8615f3cffeb5dece9023b8ce79,RE,1
a8a80a8615f3cffeb5dece9023b8ce79,OF,1
a8a80a8615f3cffeb5dece9023b8ce79,URI,0
a8a80a8615f3cffeb5dece9023b8ce79,LD,0
60874ae3034515f182aab19b40a50417,OL,1
60874ae3034515f182aab19b40a50417,RE,1
60874ae3034515f182aab19b40a50417,OF,1
60874ae3034515f182aab19b40a50417,URI,0
60874ae3034515f182aab19b40a50417,LD,0
1ae295de0e4e4515fcf766df3a3f142e,OL,1
1ae295de0e4e4515fcf766df3a3f142e,RE,1
1ae295de0e4e4515fcf766df3a3f142e,OF,1
1ae295de0e4e4515fcf766df3a3f142e,URI,0
1ae295de0e4e4515fcf766df3a3f142e,LD,0
57fba4647ce7e0b9e761f5765d80748e,OL,1
57fba4647ce7e0b9e761f5765d80748e,RE,1
57fba4647ce7e0b9e761f5765d80748e,OF,0
57fba4647ce7e0b9e761f5765d80748e,URI,0
57fba4647ce7e0b9e761f5765d80748e,LD,0
7382ed9c43ed0a548be01ec22698715b,OL,0
7382ed9c43ed0a548be01ec22698715b,RE,1
7382ed9c43ed0a548be01ec22698715b,OF,0
7382ed9c43ed0a548be01ec22698715b,URI,0
7382ed9c43ed0a548be01ec22698715b,LD,0
9f6690a40cad620efbb5dfc3e7b2cbdc,OL,1
9f6690a40cad620efbb5dfc3e7b2cbdc,RE,1
9f6690a40cad620efbb5dfc3e7b2cbdc,OF,0
9f6690a40cad620efbb5dfc3e7b2cbdc,URI,0
9f6690a40cad620efbb5dfc3e7b2cbdc,LD,0
2c6554bc69e82278feade459c9df9352,OL,1
2c6554bc69e82278feade459c9df9352,RE,1
2c6554bc69e82278feade459c9df9352,OF,1
2c6554bc69e82278feade459c9df9352,URI,0
2c6554bc69e82278feade459c9df9352,LD,0
f7e35a7d81f8ae96e537335b7a6a217b,OL,1
f7e35a7d81f8ae96e537335b7a6a217b,RE,1
f7e35a7d81f8ae96e537335b7a6a217b,OF,1
f7e35a7d81f8ae96e537335b7a6a217b,URI,0
f7e35a7d81f8ae96e537335b7a6a217b,LD,0
0a9fe3e07d51db47c6fa241adbe2b979,OL,1
0a9fe3e07d51db47c6fa241adbe2b979,RE,1
0a9fe3e07d51db47c6fa241adbe2b979,OF,1
0a9fe3e07d51db47c6fa241adbe2b979,URI,0
0a9fe3e07d51db47c6fa241adbe2b979,LD,0
d360b29c6917de919442f2832ec978b9,OL,1
d360b29c6917de919442f2832ec978b9,RE,1
d360b29c6917de919442f2832ec978b9,OF,1
d360b29c6917de919442f2832ec978b9,URI,1
d360b29c6917de919442f2832ec978b9,LD,1
42a62cbc9f9d89d4ab913b750417a856,OL,1
42a62cbc9f9d89d4ab913b750417a856,RE,1
42a62cbc9f9d89d4ab913b750417a856,OF,1
42a62cbc9f9d89d4ab913b750417a856,URI,0
42a62cbc9f9d89d4ab913b750417a856,LD,0
19559b075b1d9855efb1a5881f2eca37,OL,1
19559b075b1d9855efb1a5881f2eca37,RE,1
19559b075b1d9855efb1a5881f2eca37,OF,1
19559b075b1d9855efb1a5881f2eca37,URI,0
19559b075b1d9855efb1a5881f2eca37,LD,0
6337f23d2f5c6d096f4b03e39531248a,OL,1
6337f23d2f5c6d096f4b03e39531248a,RE,0
6337f23d2f5c6d096f4b03e39531248a,OF,0
6337f23d2f5c6d096f4b03e39531248a,URI,0
6337f23d2f5c6d096f4b03e39531248a,LD,0
7034caed811242d4e1e911fe340625fe,OL,1
7034caed811242d4e1e911fe340625fe,RE,1
7034caed811242d4e1e911fe340625fe,OF,0
7034caed811242d4e1e911fe340625fe,URI,0
7034caed811242d4e1e911fe340625fe,LD,0
063d37124e6d81db1701e591e84a12e5,OL,1
063d37124e6d81db1701e591e84a12e5,RE,1
063d37124e6d81db1701e591e84a12e5,OF,1
063d37124e6d81db1701e591e84a12e5,URI,0
063d37124e6d81db1701e591e84a12e5,LD,0
474fb41bded95489c317f6d4e079266c,OL,1
474fb41bded95489c317f6d4e079266c,RE,1
474fb41bded95489c317f6d4e079266c,OF,1
474fb41bded95489c317f6d4e079266c,URI,0
474fb41bded95489c317f6d4e079266c,LD,0
0e8678f6910f55cfb0eda22679cd9368,OL,0
0e8678f6910f55cfb0eda22679cd9368,RE,1
0e8678f6910f55cfb0eda22679cd9368,OF,0
0e8678f6910f55cfb0eda22679cd9368,URI,0
0e8678f6910f55cfb0eda22679cd9368,LD,0
57d676798614b85c3d48d54b6d36740e,OL,1
57d676798614b85c3d48d54b6d36740e,RE,1
57d676798614b85c3d48d54b6d36740e,OF,1
57d676798614b85c3d48d54b6d36740e,URI,0
57d676798614b85c3d48d54b6d36740e,LD,0
c56c1b40ca369fe129d4d664f243e540,OL,1
c56c1b40ca369fe129d4d664f243e540,RE,1
c56c1b40ca369fe129d4d664f243e540,OF,1
c56c1b40ca369fe129d4d664f243e540,URI,0
c56c1b40ca369fe129d4d664f243e540,LD,0
db737353c820622898c173e3e8065d9c,OL,1
db737353c820622898c173e3e8065d9c,RE,1
db737353c820622898c173e3e8065d9c,OF,1
db737353c820622898c173e3e8065d9c,URI,0
db737353c820622898c173e3e8065d9c,LD,0
9949e404c3a3f63e8919d3f3c39edb12,OL,1
9949e404c3a3f63e8919d3f3c39edb12,RE,1
9949e404c3a3f63e8919d3f3c39edb12,OF,0
9949e404c3a3f63e8919d3f3c39edb12,URI,0
9949e404c3a3f63e8919d3f3c39edb12,LD,0
eb8d7537f12cf48b6abe3f89b0b52bcd,OL,0
eb8d7537f12cf48b6abe3f89b0b52bcd,RE,0
eb8d7537f12cf48b6abe3f89b0b52bcd,OF,0
eb8d7537f12cf48b6abe3f89b0b52bcd,URI,0
eb8d7537f12cf48b6abe3f89b0b52bcd,LD,0
5639f392a0a247b572082c179492bc45,OL,1
5639f392a0a247b572082c179492bc45,RE,1
5639f392a0a247b572082c179492bc45,OF,1
5639f392a0a247b572082c179492bc45,URI,0
5639f392a0a247b572082c179492bc45,LD,0
e3bfd2d87ed81e6b821269469fb77583,OL,1
e3bfd2d87ed81e6b821269469fb77583,RE,1
e3bfd2d87ed81e6b821269469fb77583,OF,1
e3bfd2d87ed81e6b821269469fb77583,URI,0
e3bfd2d87ed81e6b821269469fb77583,LD,0
7a6a2d1bd7c68f534bccf9e70270d27e,OL,1
7a6a2d1bd7c68f534bccf9e70270d27e,RE,1
7a6a2d1bd7c68f534bccf9e70270d27e,OF,1
7a6a2d1bd7c68f534bccf9e70270d27e,URI,1
7a6a2d1bd7c68f534bccf9e70270d27e,LD,0
1f3296fe2cad9fde018b6ef1976e37d6,OL,1
1f3296fe2cad9fde018b6ef1976e37d6,RE,1
1f3296fe2cad9fde018b6ef1976e37d6,OF,0
1f3296fe2cad9fde018b6ef1976e37d6,URI,0
1f3296fe2cad9fde018b6ef1976e37d6,LD,0
58cab4e213570aec25e321084cbefd23,OL,0
58cab4e213570aec25e321084cbefd23,RE,1
58cab4e213570aec25e321084cbefd23,OF,0
58cab4e213570aec25e321084cbefd23,URI,0
58cab4e213570aec25e321084cbefd23,LD,0
603ef5d45db5df4394442c256ce90a75,OL,1
603ef5d45db5df4394442c256ce90a75,RE,1
603ef5d45db5df4394442c256ce90a75,OF,1
603ef5d45db5df4394442c256ce90a75,URI,1
603ef5d45db5df4394442c256ce90a75,LD,0
0b8196f36d31e6fc29abdf8d7e76d39c,OL,1
0b8196f36d31e6fc29abdf8d7e76d39c,RE,1
0b8196f36d31e6fc29abdf8d7e76d39c,OF,1
0b8196f36d31e6fc29abdf8d7e76d39c,URI,1
0b8196f36d31e6fc29abdf8d7e76d39c,LD,0
eee7ac208064d408e84ab5e26d24b278,OL,1
eee7ac208064d408e84ab5e26d24b278,RE,1
eee7ac208064d408e84ab5e26d24b278,OF,0
eee7ac208064d408e84ab5e26d24b278,URI,0
eee7ac208064d408e84ab5e26d24b278,LD,0
acddee0081fc1fd07ea82db83d7d2d16,OL,0
acddee0081fc1fd07ea82db83d7d2d16,RE,1
acddee0081fc1fd07ea82db83d7d2d16,OF,0
acddee0081fc1fd07ea82db83d7d2d16,URI,0
acddee0081fc1fd07ea82db83d7d2d16,LD,0
0373d8f79dfb4ad2659d38a28bc27eb3,OL,0
0373d8f79dfb4ad2659d38a28bc27eb3,RE,1
0373d8f79dfb4ad2659d38a28bc27eb3,OF,1
0373d8f79dfb4ad2659d38a28bc27eb3,URI,1
0373d8f79dfb4ad2659d38a28bc27eb3,LD,0
9d8b1983bdcf10a39a3dc19b2112bbad,OL,0
9d8b1983bdcf10a39a3dc19b2112bbad,RE,1
9d8b1983bdcf10a39a3dc19b2112bbad,OF,1
9d8b1983bdcf10a39a3dc19b2112bbad,URI,1
9d8b1983bdcf10a39a3dc19b2112bbad,LD,0
3a8e387e068bf8677d4f411f6971346b,OL,1
3a8e387e068bf8677d4f411f6971346b,RE,1
3a8e387e068bf8677d4f411f6971346b,OF,1
3a8e387e068bf8677d4f411f6971346b,URI,1
3a8e387e068bf8677d4f411f6971346b,LD,0
75890211e5fd4ecefcf3f9d488e84042,OL,1
75890211e5fd4ecefcf3f9d488e84042,RE,1
75890211e5fd4ecefcf3f9d488e84042,OF,1
75890211e5fd4ecefcf3f9d488e84042,URI,1
75890211e5fd4ecefcf3f9d488e84042,LD,0
d15cb9e43ff74a153ca4dfb7d24a8e81,OL,1
d15cb9e43ff74a153ca4dfb7d24a8e81,RE,1
d15cb9e43ff74a153ca4dfb7d24a8e81,OF,1
d15cb9e43ff74a153ca4dfb7d24a8e81,URI,1
d15cb9e43ff74a153ca4dfb7d24a8e81,LD,0
108b68e4ff0591275606990036e10808,OL,1
108b68e4ff0591275606990036e10808,RE,1
108b68e4ff0591275606990036e10808,OF,1
108b68e4ff0591275606990036e10808,URI,1
108b68e4ff0591275606990036e10808,LD,0
91bcc791acf953f08f4c5155e200d29a,OL,0
91bcc791acf953f08f4c5155e200d29a,RE,1
91bcc791acf953f08f4c5155e200d29a,OF,1
91bcc791acf953f08f4c5155e200d29a,URI,1
91bcc791acf953f08f4c5155e200d29a,LD,0
d122e39cfb95bbebd80f3a9dbff39fb1,OL,0
d122e39cfb95bbebd80f3a9dbff39fb1,RE,1
d122e39cfb95bbebd80f3a9dbff39fb1,OF,1
d122e39cfb95bbebd80f3a9dbff39fb1,URI,1
d122e39cfb95bbebd80f3a9dbff39fb1,LD,0
0f5a42568c239544b8077f37155ff879,OL,1
0f5a42568c239544b8077f37155ff879,RE,1
0f5a42568c239544b8077f37155ff879,OF,1
0f5a42568c239544b8077f37155ff879,URI,0
0f5a42568c239544b8077f37155ff879,LD,0
b751e9dc07e0eeb87a5c5a59236e5ee3,OL,0
b751e9dc07e0eeb87a5c5a59236e5ee3,RE,1
b751e9dc07e0eeb87a5c5a59236e5ee3,OF,0
b751e9dc07e0eeb87a5c5a59236e5ee3,URI,0
b751e9dc07e0eeb87a5c5a59236e5ee3,LD,0
ab931e126d791336f721a86daaf4f891,OL,1
ab931e126d791336f721a86daaf4f891,RE,1
ab931e126d791336f721a86daaf4f891,OF,1
ab931e126d791336f721a86daaf4f891,URI,1
ab931e126d791336f721a86daaf4f891,LD,0
5d902297a36c51fbeae54bd4fe0d1675,OL,1
5d902297a36c51fbeae54bd4fe0d1675,RE,1
5d902297a36c51fbeae54bd4fe0d1675,OF,1
5d902297a36c51fbeae54bd4fe0d1675,URI,1
5d902297a36c51fbeae54bd4fe0d1675,LD,0
8d5e6a4707a96a4d7b8e53ef36d2d5f7,OL,1
8d5e6a4707a96a4d7b8e53ef36d2d5f7,RE,1
8d5e6a4707a96a4d7b8e53ef36d2d5f7,OF,1
8d5e6a4707a96a4d7b8e53ef36d2d5f7,URI,1
8d5e6a4707a96a4d7b8e53ef36d2d5f7,LD,1
a39b2347e5e73c48120b15307a5334c2,OL,1
a39b2347e5e73c48120b15307a5334c2,RE,1
a39b2347e5e73c48120b15307a5334c2,OF,1
a39b2347e5e73c48120b15307a5334c2,URI,1
a39b2347e5e73c48120b15307a5334c2,LD,0
1975f64ba80a52a1b7f97f2504249d8c,OL,1
1975f64ba80a52a1b7f97f2504249d8c,RE,1
1975f64ba80a52a1b7f97f2504249d8c,OF,1
1975f64ba80a52a1b7f97f2504249d8c,URI,1
1975f64ba80a52a1b7f97f2504249d8c,LD,0
3a24528f259b6b298b1306f9f992ec8d,OL,0
3a24528f259b6b298b1306f9f992ec8d,RE,1
3a24528f259b6b298b1306f9f992ec8d,OF,1
3a24528f259b6b298b1306f9f992ec8d,URI,1
3a24528f259b6b298b1306f9f992ec8d,LD,0
a8ecb3d05a6044b745bb09e2b42b8567,OL,1
a8ecb3d05a6044b745bb09e2b42b8567,RE,1
a8ecb3d05a6044b745bb09e2b42b8567,OF,1
a8ecb3d05a6044b745bb09e2b42b8567,URI,1
a8ecb3d05a6044b745bb09e2b42b8567,LD,0
5ddd73e52a067c675be515f175fdec86,OL,0
5ddd73e52a067c675be515f175fdec86,RE,1
5ddd73e52a067c675be515f175fdec86,OF,1
5ddd73e52a067c675be515f175fdec86,URI,1
5ddd73e52a067c675be515f175fdec86,LD,0
c77aada9e1b23bc082f9d9c09ce4a134,OL,1
c77aada9e1b23bc082f9d9c09ce4a134,RE,1
c77aada9e1b23bc082f9d9c09ce4a134,OF,1
c77aada9e1b23bc082f9d9c09ce4a134,URI,1
c77aada9e1b23bc082f9d9c09ce4a134,LD,0
a4c01a4fa264205fa0e0fa01f47832e5,OL,0
a4c01a4fa264205fa0e0fa01f47832e5,RE,1
a4c01a4fa264205fa0e0fa01f47832e5,OF,1
a4c01a4fa264205fa0e0fa01f47832e5,URI,1
a4c01a4fa264205fa0e0fa01f47832e5,LD,0
981cf53d6da339fd560972a33e60e300,OL,0
981cf53d6da339fd560972a33e60e300,RE,0
981cf53d6da339fd560972a33e60e300,OF,0
981cf53d6da339fd560972a33e60e300,URI,0
981cf53d6da339fd560972a33e60e300,LD,0
6a0e7c3e5a8f9f5fb8eff3e41aaa6ea4,OL,0
6a0e7c3e5a8f9f5fb8eff3e41aaa6ea4,RE,1
6a0e7c3e5a8f9f5fb8eff3e41aaa6ea4,OF,1
6a0e7c3e5a8f9f5fb8eff3e41aaa6ea4,URI,1
6a0e7c3e5a8f9f5fb8eff3e41aaa6ea4,LD,0
4f2d051afa3718473f4000caeabd81b0,OL,1
4f2d051afa3718473f4000caeabd81b0,RE,1
4f2d051afa3718473f4000caeabd81b0,OF,1
4f2d051afa3718473f4000caeabd81b0,URI,1
4f2d051afa3718473f4000caeabd81b0,LD,0
ad0649c49ed03b1d50cc0b68b4d0572f,OL,1
ad0649c49ed03b1d50cc0b68b4d0572f,RE,1
ad0649c49ed03b1d50cc0b68b4d0572f,OF,1
ad0649c49ed03b1d50cc0b68b4d0572f,URI,0
ad0649c49ed03b1d50cc0b68b4d0572f,LD,0
179909b745f81f03f177a3079e0ce5e3,OL,0
179909b745f81f03f177a3079e0ce5e3,RE,0
179909b745f81f03f177a3079e0ce5e3,OF,0
179909b745f81f03f177a3079e0ce5e3,URI,0
179909b745f81f03f177a3079e0ce5e3,LD,0
dfc1d0e0021d351cbab6a1a46563a1fe,OL,1
dfc1d0e0021d351cbab6a1a46563a1fe,RE,1
dfc1d0e0021d351cbab6a1a46563a1fe,OF,1
dfc1d0e0021d351cbab6a1a46563a1fe,URI,0
dfc1d0e0021d351cbab6a1a46563a1fe,LD,0
4c691ddbbd7f0bada7c6c65303e6bdbd,OL,1
4c691ddbbd7f0bada7c6c65303e6bdbd,RE,1
4c691ddbbd7f0bada7c6c65303e6bdbd,OF,1
4c691ddbbd7f0bada7c6c65303e6bdbd,URI,0
4c691ddbbd7f0bada7c6c65303e6bdbd,LD,0
9475ce00e4f0c36dd591275bcb5ec24c,OL,1
9475ce00e4f0c36dd591275bcb5ec24c,RE,1
9475ce00e4f0c36dd591275bcb5ec24c,OF,1
9475ce00e4f0c36dd591275bcb5ec24c,URI,0
9475ce00e4f0c36dd591275bcb5ec24c,LD,0
7e883cf48788b31af7134241e3c816b8,OL,0
7e883cf48788b31af7134241e3c816b8,RE,1
7e883cf48788b31af7134241e3c816b8,OF,1
7e883cf48788b31af7134241e3c816b8,URI,0
7e883cf48788b31af7134241e3c816b8,LD,0
6c76de398b8c2509fb117d0c6913c7ce,OL,1
6c76de398b8c2509fb117d0c6913c7ce,RE,1
6c76de398b8c2509fb117d0c6913c7ce,OF,0
6c76de398b8c2509fb117d0c6913c7ce,URI,0
6c76de398b8c2509fb117d0c6913c7ce,LD,0
236fe1ec14aec1f7a323675879657bb8,OL,1
236fe1ec14aec1f7a323675879657bb8,RE,1
236fe1ec14aec1f7a323675879657bb8,OF,1
236fe1ec14aec1f7a323675879657bb8,URI,0
236fe1ec14aec1f7a323675879657bb8,LD,0
7175c33add13808f1b7f2aa897d91fcd,OL,1
7175c33add13808f1b7f2aa897d91fcd,RE,1
7175c33add13808f1b7f2aa897d91fcd,OF,1
7175c33add13808f1b7f2aa897d91fcd,URI,0
7175c33add13808f1b7f2aa897d91fcd,LD,0
a45f40a45feb13b54041a873cf82e88a,OL,1
a45f40a45feb13b54041a873cf82e88a,RE,1
a45f40a45feb13b54041a873cf82e88a,OF,1
a45f40a45feb13b54041a873cf82e88a,URI,0
a45f40a45feb13b54041a873cf82e88a,LD,0
87337f59d0703b2f69dbd1c03723e482,OL,1
87337f59d0703b2f69dbd1c03723e482,RE,1
87337f59d0703b2f69dbd1c03723e482,OF,1
87337f59d0703b2f69dbd1c03723e482,URI,0
87337f59d0703b2f69dbd1c03723e482,LD,0
